step,sheep,wolves,mean_theta
0,9.9,10,1.0
1,9.801,9,1.0
2,9.8108,8,1.0
3,9.9285,8,1.0
4,10.0477,7,1.0
5,10.2788,7,1.0
6,10.5152,6,1.0
7,10.8727,6,1.0
8,11.2424,5,1.0
9,11.7483,5,1.0
10,12.2769,5,1.0
11,12.8294,4,1.0
12,13.5479,4,1.0
13,14.3065,4,1.0
14,15.1077,4,1.0
15,15.9537,4,1.0
16,16.8471,3,1.0
17,17.9759,3,1.0
18,19.1803,3,1.0
19,20.4654,3,1.0
20,21.8365,3,1.0
21,23.2996,3,1.0
22,24.8607,3,1.0
23,26.5263,3,1.0
24,28.3036,3,1.0
25,30.1999,3,1.0
26,32.2233,3,1.0
27,34.3823,3,1.0
28,36.6859,4,1.0
29,38.7403,4,1.0
30,40.9098,5,1.0
31,42.7507,6,1.0
32,44.2042,7,1.0
33,45.2209,8,1.0
34,45.7636,9,1.0
35,45.8094,11,1.0
36,44.8474,13,1.0
37,42.9189,16,1.0
38,39.6571,18,1.0
39,35.7707,21,1.0
40,31.0847,24,1.0
41,25.9868,26,1.0
42,21.1533,27,1.0
43,16.9861,27,1.0
44,13.6398,27,1.0
45,10.9528,26,1.0
46,8.9156,24,1.0
47,7.4534,22,1.0
48,6.395,20,1.0
49,5.6276,18,1.0
50,5.0761,16,1.0
51,4.6903,14,1.0
52,4.4371,13,1.0
53,4.2463,11,1.0
54,4.1571,10,1.0
55,4.1155,9,1.0
56,4.1196,8,1.0
57,4.1691,7,1.0
58,4.265,6,1.0
59,4.41,5,1.0
60,4.6084,5,1.0
61,4.8158,4,1.0
62,5.0855,4,1.0
63,5.3703,3,1.0
64,5.7301,3,1.0
65,6.114,3,1.0
66,6.5236,2,1.0
67,7.0325,2,1.0
68,7.581,2,1.0
69,8.1723,2,1.0
70,8.8098,1,1.0
71,9.5938,1,1.0
72,10.4477,1,1.0
73,11.3775,1,1.0
74,12.3901,1,1.0
75,13.4928,1,1.0
76,14.6937,1,1.0
77,16.0014,1,1.0
78,17.4256,1,1.0
79,18.9764,1,1.0
80,20.6654,1,1.0
81,22.5046,1,1.0
82,24.5075,1,1.0
83,26.6886,1,1.0
84,29.0639,1,1.0
85,31.6506,1,1.0
86,34.4675,1,1.0
87,37.5351,1,1.0
88,40.8758,1,1.0
89,44.5137,1,1.0
90,48.4754,1,1.0
91,50,1,1.0
92,50,1,1.0
93,50,1,1.0
94,50,2,1.0
95,50,2,1.0
96,50,3,1.0
97,50,3,1.0
98,50,4,1.0
99,50,5,1.0
100,50,6,1.0
101,50,7,1.0
102,50,9,1.0
103,50,11,1.0
104,48.95,13,1.0
105,46.8452,16,1.0
106,43.2849,19,1.0
107,38.5669,23,1.0
108,32.6661,26,1.0
109,26.5902,28,1.0
110,21.0595,30,1.0
111,16.2158,30,1.0
112,12.4862,30,1.0
113,9.6143,29,1.0
114,7.5088,26,1.0
115,6.1122,24,1.0
116,5.1098,21,1.0
117,4.4404,19,1.0
118,3.9564,17,1.0
119,3.6122,15,1.0
120,3.3774,13,1.0
121,3.2322,11,1.0
122,3.1643,10,1.0
123,3.1326,9,1.0
124,3.1358,7,1.0
125,3.2079,7,1.0
126,3.2817,6,1.0
127,3.3933,5,1.0
128,3.546,4,1.0
129,3.7445,4,1.0
130,3.9542,3,1.0
131,4.2192,3,1.0
132,4.5018,3,1.0
133,4.8035,2,1.0
134,5.1781,2,1.0
135,5.582,2,1.0
136,6.0174,2,1.0
137,6.4868,1,1.0
138,7.0641,1,1.0
139,7.6928,1,1.0
140,8.3775,1,1.0
141,9.1231,1,1.0
142,9.935,1,1.0
143,10.8192,1,1.0
144,11.7821,1,1.0
145,12.8308,1,1.0
